Dòng máy,Giá,Phiên bản,Tình trạng,Tinh_trang_tong_hop,Xuất xứ,Dung lượng (GB),Tình trạng pin,Pin_bucket,Chính sách bảo hành
iPhone 11 Pro Max,5000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,94%,90-94%,Hết bảo hành
iPhone 11 Pro Max,4200000.0,,Đã sửa chữa / thay linh kiện,Màn thay,Mỹ (LL/A),64.0,88%,85-89%,
iPhone 11 Pro Max,3500000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,92%,90-94%,4-6 tháng
iPhone 11 Pro Max,3500000.0,Khóa mạng (Lock),Đã sửa chữa / thay linh kiện,Màn thay,,64.0,92%,90-94%,
iPhone 11 Pro Max,2500000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,128.0,90%,85-89%,>12 tháng
iPhone 11 Pro Max,3986000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,87%,85-89%,
iPhone 11 Pro Max,5500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,94%,90-94%,
iPhone 11 Pro Max,3600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,96%,95-96%,
iPhone 11 Pro Max,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,86%,85-89%,Hết bảo hành
iPhone 11 Pro Max,5900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,Hết bảo hành
iPhone 11 Pro Max,6500000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,95%,90-94%,3 tháng
iPhone 11 Pro Max,4000000.0,,Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,90%,85-89%,
iPhone 11 Pro Max,5900000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,Mỹ (LL/A),64.0,95%,95-96%,1 tháng
iPhone 11 Pro Max,5390000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,94%,90-94%,
iPhone 11 Pro Max,6990000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,"Màn thay, Pin thay",Mỹ (LL/A),256.0,95%,90-94%,1 tháng
iPhone 11 Pro Max,5990000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Pin thay,Mỹ (LL/A),64.0,96%,95-96%,1 tháng
iPhone 11 Pro Max,4990000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,Mỹ (LL/A),256.0,81%,80-84%,1 tháng
iPhone 11 Pro Max,3000000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,Mỹ (LL/A),128.0,86%,85-89%,7-12 tháng
iPhone 11 Pro Max,4490000.0,,Đã sửa chữa / thay linh kiện,Màn thay,,256.0,94%,90-94%,1 tháng
iPhone 11 Pro Max,5990000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,"Màn thay, Pin thay",Mỹ (LL/A),256.0,97%,95-96%,1 tháng
iPhone 11 Pro Max,5990000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,"Màn thay, Pin thay",Mỹ (LL/A),64.0,96%,95-96%,1 tháng
iPhone 11 Pro Max,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,100%,100%,
iPhone 11 Pro Max,5990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,96%,95-96%,3 tháng
iPhone 11 Pro Max,5490000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,Mỹ (LL/A),64.0,96%,95-96%,1 tháng
iPhone 11 Pro Max,5790000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,Mỹ (LL/A),256.0,85%,85-89%,1 tháng
iPhone 11 Pro Max,5300000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,78%,Dưới 80%,
iPhone 11 Pro Max,4900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,3 tháng
iPhone 11 Pro Max,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,92%,90-94%,
iPhone 11 Pro Max,4500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone 11 Pro Max,4500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,95%,90-94%,
iPhone 11 Pro Max,3800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,84%,80-84%,
iPhone 11 Pro Max,4900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone 11 Pro Max,4230000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,,256.0,88%,85-89%,Hết bảo hành
iPhone 11 Pro Max,7000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,95%,90-94%,
iPhone 11 Pro Max,7000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,84%,80-84%,Hết bảo hành
iPhone 11 Pro Max,4290000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,90%,90-94%,
iPhone 11 Pro Max,6900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,96%,95-96%,7-12 tháng
iPhone 11 Pro Max,7900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,512.0,100%,100%,7-12 tháng
iPhone 11 Pro Max,5500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,512.0,100%,100%,
iPhone 11 Pro Max,4900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,512.0,91%,90-94%,Còn bảo hành
iPhone 11 Pro Max,4700000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone 11 Pro Max,3500000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,,256.0,86%,85-89%,Hết bảo hành
iPhone 11 Pro Max,4800000.0,,Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,95%,90-94%,Hết bảo hành
iPhone 11 Pro Max,4000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,90%,85-89%,
iPhone 11 Pro Max,9000000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Chính hãng VN (VNA),128.0,97%,97-99%,
iPhone 11 Pro Max,4700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,94%,90-94%,Hết bảo hành
iPhone 12,4300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,91%,90-94%,Hết bảo hành
iPhone 12,4050000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,86%,85-89%,1 tháng
iPhone 12,2500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,91%,90-94%,
iPhone 12,5999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,96%,95-96%,1 tháng
iPhone 12,3900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,76%,Dưới 80%,
iPhone 12,5900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),128.0,96%,95-96%,Hết bảo hành
iPhone 12,5000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,94%,90-94%,3 tháng
iPhone 12,5000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone 12,4899999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,94%,90-94%,Còn bảo hành
iPhone 12,5800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,64.0,95%,95-96%,3 tháng
iPhone 12,3700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,89%,85-89%,4-6 tháng
iPhone 12,3636363.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone 12,3650000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,95%,95-96%,
iPhone 12,4990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,92%,90-94%,Còn bảo hành
iPhone 12,5000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,94%,90-94%,
iPhone 12,3000000.0,,Đã sửa chữa / thay linh kiện,Màn thay,,64.0,86%,85-89%,
iPhone 12,5900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,128.0,100%,100%,1 tháng
iPhone 12,3800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),64.0,84%,80-84%,Hết bảo hành
iPhone 12,4800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,1 tháng
iPhone 12,5900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,128.0,100%,100%,3 tháng
iPhone 12,4200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,88%,85-89%,
iPhone 12,4900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,Còn bảo hành
iPhone 12,4500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,94%,90-94%,3 tháng
iPhone 12,4490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",Việt Nam,128.0,96%,95-96%,
iPhone 12,5900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,96%,95-96%,7-12 tháng
iPhone 12,4500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,93%,90-94%,
iPhone 12,5850000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,100%,100%,>12 tháng
iPhone 12,5100000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,94%,90-94%,
iPhone 12,4500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,80%,80-84%,
iPhone 12,4900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone 12,5600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,95%,90-94%,
iPhone 12,5500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,94%,90-94%,
iPhone 12,4500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,94%,90-94%,Hết bảo hành
iPhone 12,5000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,94%,90-94%,
iPhone 12,5600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,95%,90-94%,Hết bảo hành
iPhone 12,3350000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,92%,90-94%,Hết bảo hành
iPhone 12,5290000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,91%,90-94%,7-12 tháng
iPhone 12,6000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,100%,100%,
iPhone 12,4000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,90%,85-89%,
iPhone 12,6900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,7-12 tháng
iPhone 12,4500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,94%,90-94%,Hết bảo hành
iPhone 12,4300000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,91%,90-94%,
iPhone 12,4190000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),64.0,90%,90-94%,1 tháng
iPhone 12,6666000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,95%,95-96%,7-12 tháng
iPhone 12 Mini,4500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Không rõ,64.0,94%,90-94%,Hết bảo hành
iPhone 12 Mini,3450000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,88%,85-89%,
iPhone 12 Mini,4990000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,95%,90-94%,
iPhone 12 Mini,4800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Trung Quốc,128.0,94%,90-94%,3 tháng
iPhone 12 Mini,4650000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,128.0,97%,97-99%,3 tháng
iPhone 12 Mini,4700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Trung Quốc,128.0,87%,85-89%,Còn bảo hành
iPhone 12 Mini,3700000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,79%,Dưới 80%,
iPhone 12 Mini,3600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,92%,90-94%,
iPhone 12 Mini,4490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,94%,90-94%,4-6 tháng
iPhone 12 Mini,4300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,2 tháng
iPhone 12 Mini,3700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,100%,100%,3 tháng
iPhone 12 Mini,3700000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,128.0,88%,85-89%,Hết bảo hành
iPhone 12 Mini,4200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,128.0,87%,85-89%,Hết bảo hành
iPhone 12 Mini,3000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,75%,Dưới 80%,
iPhone 12 Mini,4600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Nhật Bản,256.0,100%,100%,
iPhone 12 Pro,9000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Đài Loan,512.0,99%,97-99%,
iPhone 12 Pro,6000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,95%,95-96%,
iPhone 12 Pro,5500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,94%,90-94%,
iPhone 12 Pro,6000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,
iPhone 12 Pro,7200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,100%,100%,7-12 tháng
iPhone 12 Pro,6400000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,84%,80-84%,Hết bảo hành
iPhone 12 Pro,7500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,256.0,96%,95-96%,
iPhone 12 Pro,6200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,100%,100%,4-6 tháng
iPhone 12 Pro,4400000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Pin thay,Mỹ (LL/A),128.0,92%,90-94%,1 tháng
iPhone 12 Pro,6990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Không rõ,128.0,94%,90-94%,Còn bảo hành
iPhone 12 Pro,8690000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,89%,85-89%,
iPhone 12 Pro,5900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,78%,Dưới 80%,Hết bảo hành
iPhone 12 Pro,7500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,100%,100%,
iPhone 12 Pro,6200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,93%,90-94%,
iPhone 12 Pro,5900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,94%,90-94%,
iPhone 12 Pro,5800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,92%,90-94%,
iPhone 12 Pro,5500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,128.0,100%,100%,3 tháng
iPhone 12 Pro,6500000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,128.0,100%,100%,
iPhone 12 Pro,6900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,128.0,100%,100%,3 tháng
iPhone 12 Pro,4600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,95%,95-96%,
iPhone 12 Pro,5900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,94%,90-94%,1 tháng
iPhone 12 Pro,6900000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),128.0,94%,90-94%,7-12 tháng
iPhone 12 Pro,6750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,256.0,76%,Dưới 80%,1 tháng
iPhone 12 Pro,7200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,128.0,84%,80-84%,
iPhone 12 Pro,5990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,128.0,90%,85-89%,Còn bảo hành
iPhone 12 Pro,5790000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,95%,95-96%,Còn bảo hành
iPhone 12 Pro,5990000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,94%,90-94%,
iPhone 12 Pro,5500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,86%,85-89%,Còn bảo hành
iPhone 12 Pro,5200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,128.0,94%,90-94%,Còn bảo hành
iPhone 12 Pro,6000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,95%,95-96%,
iPhone 12 Pro,5600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,92%,90-94%,Còn bảo hành
iPhone 12 Pro,6500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,92%,90-94%,1 tháng
iPhone 12 Pro,7990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,94%,90-94%,7-12 tháng
iPhone 12 Pro,7500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,100%,100%,4-6 tháng
iPhone 12 Pro,6500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,83%,80-84%,1 tháng
iPhone 12 Pro,7400000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Hết bảo hành
iPhone 12 Pro,5100000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,93%,90-94%,Hết bảo hành
iPhone 12 Pro,7000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone 12 Pro,5999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,128.0,94%,90-94%,
iPhone 12 Pro,5850000.0,,Mới,Zin không trầy xước,Việt Nam,512.0,100%,100%,Còn bảo hành
iPhone 12 Pro,8500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,96%,95-96%,
iPhone 12 Pro,6900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,2 tháng
iPhone 12 Pro,6800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,128.0,94%,90-94%,
iPhone 12 Pro,6000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,100%,100%,
iPhone 12 Pro,6700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),128.0,93%,90-94%,
iPhone 12 Pro,6200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,128.0,82%,80-84%,
iPhone 12 Pro,5599000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,81%,80-84%,
